COG_ID	category	name	truth	fn04_input	fn04_post	fn04_present	fn04_state	fn06_input	fn06_post	fn06_present	fn06_state	fn08_input	fn08_post	fn08_present	fn08_state
COG2114	T	Adenylate cyclase, class 3	0	0	0.8244	1	FP	0	0.5631	1	FP	0	0.6825	1	FP
COG2115	G	Xylose isomerase	1	1	0.8027	1	kept	1	0.8804	1	kept	0	0.0496	0	gap
COG2116	P	Formate/nitrite transporter FocA, FNT family	1	0	0.1426	0	gap	1	0.8451	1	kept	0	0.2287	0	gap
COG2117	J	Predicted subunit of tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	0	0	0.0007	0	absent	0	0.0041	0	absent	0	0.0057	0	absent
COG2118	R	DNA-binding TFAR19-related protein, PDSD5 family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2119	R	Putative Ca2+/H+ antiporter, TMEM165/GDT1 family	0	0	0.0092	0	absent	0	0.0188	0	absent	0	0.0114	0	absent
COG2120	G	N-acetylglucosaminyl deacetylase, LmbE family	1	0	0.8111	1	recovered	1	0.9670	1	kept	0	0.5489	1	recovered
COG2121	S	Uncharacterized conserved protein, lysophospholipid acyltransferase (LPLAT) superfamily	0	0	0.4101	0	absent	0	0.7365	1	FP	0	0.8602	1	FP
COG2122	S	Uncharacterized conserved protein, UPF0280 family, ApbE superfamily	0	0	0.0022	0	absent	0	0.0150	0	absent	0	0.0210	0	absent
COG2123	U	Exosome complex RNA-binding protein Rrp42, RNase PH superfamily	0	0	0.0001	0	absent	0	0.0000	0	absent	0	0.0001	0	absent
COG2124	QV	Cytochrome P450	0	0	0.4455	0	absent	0	0.1037	0	absent	0	0.0343	0	absent
COG2125	J	Ribosomal protein S6E (S10)	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2126	J	Ribosomal protein L37E	0	0	0.1594	0	absent	0	0.4849	0	absent	0	0.1861	0	absent
COG2127	O	ATP-dependent Clp protease adapter protein ClpS	1	1	0.9998	1	kept	0	0.9984	1	recovered	0	0.9688	1	recovered
COG2128	P	Alkylhydroperoxidase family enzyme, contains CxxC motif	1	0	0.7882	1	recovered	0	0.8219	1	recovered	1	0.9389	1	kept
COG2129	R	Predicted phosphoesterase, related to the Icc protein	0	0	0.5346	1	FP	0	0.5951	1	FP	0	0.3287	0	absent
COG2130	QR	NADPH-dependent curcumin reductase CurA	0	0	0.2624	0	absent	0	0.1698	0	absent	0	0.1063	0	absent
COG2131	F	Deoxycytidylate deaminase	0	0	0.9513	1	FP	0	0.9788	1	FP	0	0.7782	1	FP
COG2132	DPM	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	1	0	0.5182	1	recovered	0	0.3994	0	gap	1	0.9091	1	kept
COG2133	G	Glucose/arabinose dehydrogenase, beta-propeller fold	1	0	0.8651	1	recovered	1	0.9966	1	kept	1	0.9260	1	kept
COG2134	I	CDP-diacylglycerol pyrophosphatase	1	0	0.0034	0	gap	0	0.0004	0	gap	0	0.0006	0	gap
COG2135	L	ssDNA abasic site-binding protein YedK/HMCES, SRAP family	1	0	0.7231	1	recovered	0	0.5823	1	recovered	0	0.2072	0	gap
COG2136	J	rRNA maturation protein Rpf1, contains Brix/IMP4 (anticodon-binding) domain	0	0	0.0004	0	absent	0	0.0002	0	absent	0	0.0008	0	absent
COG2137	O	SOS response regulatory protein OraA/RecX, interacts with RecA	1	0	0.9127	1	recovered	1	0.9979	1	kept	0	0.4677	0	gap
COG2138	H	Sirohydrochlorin ferrochelatase	0	0	0.7081	1	FP	0	0.3753	0	absent	0	0.0114	0	absent
COG2139	J	Ribosomal protein L21E	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2140	G	Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily	0	0	0.0777	0	absent	0	0.0090	0	absent	0	0.0087	0	absent
COG2141	HR	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	1	1	0.9994	1	kept	0	0.7731	1	recovered	0	0.9507	1	recovered
COG2142	C	Succinate dehydrogenase, hydrophobic anchor subunit	1	1	0.0939	0	gap	0	0.0001	0	gap	1	0.0660	0	gap
COG2143	O	Thioredoxin-related protein SoxW	0	1	0.0591	0	absent	0	0.0030	0	absent	0	0.0053	0	absent
COG2144	R	Selenophosphate synthetase-related protein	0	0	0.0830	0	absent	0	0.0694	0	absent	0	0.0028	0	absent
COG2145	H	Hydroxyethylthiazole kinase, sugar kinase family	1	0	0.8499	1	recovered	0	0.4818	0	gap	0	0.6714	1	recovered
COG2146	PQ	Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase	1	1	0.9703	1	kept	0	0.1998	0	gap	0	0.0410	0	gap
COG2147	J	Ribosomal protein L19E	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2148	M	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	1	0	0.9301	1	recovered	0	0.9110	1	recovered	0	0.6820	1	recovered
COG2149	S	Uncharacterized membrane protein YidH, DUF202 family	1	0	0.0680	0	gap	1	0.2981	0	gap	0	0.0756	0	gap
COG2150	R	Predicted regulator of amino acid metabolism, contains ACT domain	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2151	O	Metal-sulfur cluster biosynthetic enzyme	0	0	0.3951	0	absent	0	0.0089	0	absent	0	0.0537	0	absent
COG2152	G	Predicted glycosyl hydrolase, GH43/DUF377 family	0	0	0.0260	0	absent	0	0.0232	0	absent	0	0.0097	0	absent
COG2153	R	Predicted N-acyltransferase, GNAT family	1	1	0.9835	1	kept	0	0.8415	1	recovered	0	0.1617	0	gap
COG2154	H	Pterin-4a-carbinolamine dehydratase	0	0	0.2580	0	absent	0	0.4013	0	absent	0	0.0394	0	absent
COG2155	S	Uncharacterized membrane protein YuzA, DUF378 family	0	0	0.0013	0	absent	0	0.0013	0	absent	0	0.0010	0	absent
COG2156	P	K+-transporting ATPase, KdpC subunit	1	1	0.9981	1	kept	0	0.0444	0	gap	0	0.1047	0	gap
COG2157	J	Ribosomal protein L20A (L18A)	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2158	R	Uncharacterized conserved protein, contains a Zn-finger-like domain	0	0	0.0007	0	absent	0	0.0038	0	absent	0	0.0034	0	absent
COG2159	G	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain	0	0	0.8946	1	FP	0	0.7833	1	FP	0	0.0321	0	absent
COG2160	G	L-arabinose isomerase	1	0	0.3909	0	gap	1	0.8648	1	kept	0	0.0505	0	gap
COG2161	V	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	1	1	0.9892	1	kept	1	0.9937	1	kept	0	0.5083	1	recovered
COG2162	Q	Arylamine N-acetyltransferase	1	1	0.9590	1	kept	1	0.8350	1	kept	0	0.0824	0	gap
COG2163	J	Ribosomal protein L14E/L6E/L27E	0	0	0.0000	0	absent	0	0.0000	0	absent	1	0.0002	0	absent
COG2164	R	Uncharacterized protein with cyclophilin fold, contains DUF369 domain	0	0	0.0106	0	absent	0	0.0116	0	absent	0	0.0099	0	absent
COG2165	NUW	Type II secretory pathway, pseudopilin PulG	1	0	0.9825	1	recovered	1	0.9994	1	kept	0	0.9421	1	recovered
COG2166	O	Sulfur transfer protein SufE, Fe-S cluster assembly	1	1	0.9055	1	kept	0	0.0095	0	gap	0	0.0636	0	gap
COG2167	J	Ribosomal protein L39E	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2168	J	Sulfur transfer complex TusBCD TusB component, DsrH family	1	1	0.0010	0	gap	0	0.0001	0	gap	0	0.0000	0	gap
COG2169	L	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	1	1	0.9171	1	kept	0	0.1395	0	gap	1	0.5016	1	kept
COG2170	O	Gamma-glutamyl:cysteine ligase YbdK, ATP-grasp superfamily	1	0	0.2855	0	gap	0	0.4763	0	gap	1	0.8582	1	kept
COG2171	E	Tetrahydrodipicolinate N-succinyltransferase	1	1	0.9986	1	kept	1	0.9705	1	kept	0	0.5615	1	recovered
COG2172	T	Anti-sigma regulatory factor (Ser/Thr protein kinase)	0	0	0.8240	1	FP	0	0.8052	1	FP	0	0.0884	0	absent
COG2173	M	D-alanyl-D-alanine dipeptidase	0	0	0.7360	1	FP	0	0.0291	0	absent	0	0.0397	0	absent
COG2174	J	Ribosomal protein L34E	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2175	Q	Taurine dioxygenase, alpha-ketoglutarate-dependent	1	1	0.8633	1	kept	0	0.0334	0	gap	0	0.0049	0	gap
COG2176	L	DNA polymerase III, alpha subunit (gram-positive type)	0	0	0.2456	0	absent	0	0.5191	1	FP	0	0.1545	0	absent
COG2177	D	Cell division protein FtsX	1	0	0.9948	1	recovered	0	0.9790	1	recovered	1	0.9856	1	kept
COG2178	R	Predicted RNA- or ssDNA-binding protein, translin family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0001	0	absent
COG2179	R	Predicted phosphohydrolase YqeG, HAD superfamily	0	0	0.0000	0	absent	0	0.0001	0	absent	0	0.0002	0	absent
COG2180	CPO	Nitrate reductase assembly protein NarJ, required for insertion of molybdenum cofactor	1	0	0.4756	0	gap	1	0.6173	1	kept	0	0.5004	1	recovered
COG2181	CP	Nitrate reductase gamma subunit	1	1	0.9803	1	kept	0	0.6518	1	recovered	0	0.9098	1	recovered
COG2182	G	Maltose-binding periplasmic protein MalE	1	1	0.8926	1	kept	0	0.0426	0	gap	0	0.2018	0	gap
COG2183	K	Transcriptional accessory protein Tex/SPT6	1	1	0.9999	1	kept	0	0.9989	1	recovered	0	0.9940	1	recovered
COG2184	T	Fido, protein-threonine AMPylation domain	1	1	0.8481	1	kept	0	0.4250	0	gap	0	0.2259	0	gap
COG2185	I	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)	0	0	0.3039	0	absent	0	0.3255	0	absent	1	0.6055	1	FP
COG2186	K	DNA-binding transcriptional regulator, FadR family	1	1	0.9999	1	kept	0	0.9982	1	recovered	0	0.9369	1	recovered
COG2187	R	Aminoglycoside phosphotransferase family enzyme	0	0	0.0068	0	absent	0	0.0137	0	absent	0	0.0101	0	absent
COG2188	K	DNA-binding transcriptional regulator, GntR family	1	1	0.9999	1	kept	1	0.9996	1	kept	0	0.8669	1	recovered
COG2189	L	Adenine specific DNA methylase Mod	1	0	0.0810	0	gap	1	0.7459	1	kept	0	0.0809	0	gap
COG2190	G	Phosphotransferase system IIA component	1	0	0.1811	0	gap	1	0.3946	0	gap	0	0.0704	0	gap
COG2191	C	Formylmethanofuran dehydrogenase subunit E	0	0	0.0290	0	absent	0	0.1630	0	absent	0	0.1300	0	absent
COG2192	R	Predicted carbamoyl transferase, NodU family	0	0	0.0188	0	absent	0	0.2384	0	absent	0	0.0276	0	absent
COG2193	P	Bacterioferritin (cytochrome b1)	1	0	0.4002	0	gap	0	0.1857	0	gap	0	0.0047	0	gap
COG2194	M	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	1	1	0.9179	1	kept	0	0.1434	0	gap	0	0.3320	0	gap
COG2195	E	Di- or tripeptidase	1	1	0.9998	1	kept	1	0.9997	1	kept	1	0.9970	1	kept
COG2197	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	1	1	1.0000	1	kept	0	0.9979	1	recovered	0	0.9905	1	recovered
COG2198	T	HPt (histidine-containing phosphotransfer) domain	0	0	0.2820	0	absent	0	0.4886	0	absent	0	0.4954	0	absent
COG2199	T	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	1	1	1.0000	1	kept	1	1.0000	1	kept	1	0.9981	1	kept
COG2200	T	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	1	1	0.8770	1	kept	0	0.3271	0	gap	0	0.0463	0	gap
COG2201	T	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains	1	1	0.9995	1	kept	0	0.9911	1	recovered	0	0.8964	1	recovered
COG2202	T	PAS domain	0	0	0.9180	1	FP	0	0.9792	1	FP	0	0.7576	1	FP
COG2203	T	GAF domain	0	0	0.9976	1	FP	0	0.9986	1	FP	0	0.9723	1	FP
COG2204	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	1	1	1.0000	1	kept	1	1.0000	1	kept	1	1.0000	1	kept
COG2205	T	K+-sensing histidine kinase KdpD	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2206	T	HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)	0	0	0.8838	1	FP	0	0.9483	1	FP	0	0.3952	0	absent
COG2207	K	AraC-type DNA-binding domain and AraC-containing proteins	1	0	1.0000	1	recovered	1	0.9997	1	kept	0	0.9717	1	recovered
COG2208	TK	Phosphoserine phosphatase RsbU, regulator of sigma subunit	0	0	0.7741	1	FP	0	0.7322	1	FP	0	0.2918	0	absent
COG2209	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE	0	0	0.0006	0	absent	0	0.1381	0	absent	0	0.0152	0	absent
COG2210	C	Peroxiredoxin family protein	0	0	0.1084	0	absent	0	0.0256	0	absent	0	0.0435	0	absent
COG2211	G	Na+/melibiose symporter or related transporter	1	1	0.9872	1	kept	1	0.9537	1	kept	0	0.3333	0	gap
COG2212	P	Multisubunit Na+/H+ antiporter, MnhF subunit	0	0	0.0147	0	absent	0	0.9373	1	FP	0	0.4726	0	absent
COG2213	G	Phosphotransferase system, mannitol-specific IIBC component	1	1	0.7264	1	kept	1	0.1676	0	gap	0	0.0044	0	gap
COG2214	K	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	0	0	0.8294	1	FP	0	0.8040	1	FP	0	0.7468	1	FP
COG2215	P	ABC-type nickel/cobalt efflux system, permease component RcnA	1	0	0.4050	0	gap	0	0.2947	0	gap	1	0.5086	1	kept
COG2216	P	K+ transport ATPase, ATPase subunit KdpB	1	0	0.9671	1	recovered	0	0.0382	0	gap	0	0.0830	0	gap
COG2217	P	Cation-transporting P-type ATPase	1	0	0.9999	1	recovered	1	0.9999	1	kept	0	0.9981	1	recovered
COG2218	C	Formylmethanofuran dehydrogenase subunit C	0	0	0.0041	0	absent	0	0.0037	0	absent	0	0.0006	0	absent
COG2219	L	Eukaryotic-type DNA primase, large subunit	0	0	0.0003	0	absent	0	0.0002	0	absent	0	0.0001	0	absent
COG2220	G	L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily	1	1	0.9998	1	kept	1	0.9899	1	kept	0	0.7177	1	recovered
COG2221	P	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	0	0	0.2289	0	absent	0	0.4670	0	absent	0	0.3421	0	absent
COG2222	M	Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain	1	1	0.7006	1	kept	0	0.0203	0	gap	0	0.0188	0	gap
COG2223	P	Nitrate/nitrite transporter NarK	1	1	0.9998	1	kept	0	0.9219	1	recovered	0	0.9400	1	recovered
COG2224	C	Isocitrate lyase	1	0	0.1016	0	gap	0	0.1230	0	gap	0	0.0345	0	gap
COG2225	C	Malate synthase	1	0	0.5844	1	recovered	1	0.9221	1	kept	0	0.2307	0	gap
COG2226	H	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	0	0	0.0006	0	absent	0	0.0002	0	absent	0	0.0001	0	absent
COG2227	H	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	1	1	0.9998	1	kept	0	0.9855	1	recovered	0	0.9309	1	recovered
COG2229	U	Signal recognition particle receptor subunit beta, a GTPase	0	0	0.0005	0	absent	0	0.0003	0	absent	0	0.0007	0	absent
COG2230	I	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	1	0	0.8841	1	recovered	0	0.9113	1	recovered	0	0.6401	1	recovered
COG2231	L	3-Methyladenine DNA glycosylase, HhH-GPD/Endo3 superfamily	0	0	0.0260	0	absent	0	0.0345	0	absent	0	0.3535	0	absent
COG2232	E	Pyrrolysine biosynthesis ligase PylC and related enzymes, ATP-grasp superfamily	0	0	0.0188	0	absent	0	0.0200	0	absent	0	0.0220	0	absent
COG2233	F	Xanthine/uracil permease	1	1	0.9999	1	kept	0	0.9998	1	recovered	0	0.9944	1	recovered
COG2234	OE	Zn-dependent amino- or carboxypeptidase, M28 family	1	1	0.7455	1	kept	1	0.8717	1	kept	0	0.1094	0	gap
COG2235	E	Arginine deiminase	0	0	0.0650	0	absent	0	0.4227	0	absent	0	0.0988	0	absent
COG2236	H	Hypoxanthine phosphoribosyltransferase	1	1	0.9998	1	kept	1	0.9966	1	kept	0	0.9481	1	recovered
COG2237	S	Uncharacterized membrane protein	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2238	J	Ribosomal protein S19E (S16A)	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG2239	P	Mg/Co/Ni transporter MgtE (contains CBS domain)	0	0	0.9949	1	FP	0	0.9970	1	FP	0	0.9809	1	FP
COG2240	H	Pyridoxal/pyridoxine/pyridoxamine kinase	1	1	0.9183	1	kept	1	0.9555	1	kept	0	0.5978	1	recovered
COG2241	H	Precorrin-6B methylase 1	0	0	0.9918	1	FP	0	0.9684	1	FP	0	0.1014	0	absent
COG2242	H	Precorrin-6B methylase 2	0	0	0.1017	0	absent	0	0.1596	0	absent	0	0.0570	0	absent
COG2243	H	Precorrin-2 methylase	0	0	0.9916	1	FP	0	0.9047	1	FP	0	0.1423	0	absent
COG2244	M	Membrane protein involved in the export of O-antigen and teichoic acid	1	1	0.9987	1	kept	1	0.9799	1	kept	1	0.9398	1	kept
COG2245	S	Uncharacterized membrane protein, contains DUF996 domain	0	0	0.0002	0	absent	0	0.0000	0	absent	0	0.0002	0	absent
COG2246	I	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	0	0	0.4391	0	absent	0	0.1970	0	absent	0	0.1485	0	absent
COG2247	M	Putative cell wall-binding domain (amidase enhancer), LytB superfamily	0	0	0.0049	0	absent	0	0.0093	0	absent	0	0.0186	0	absent
COG2248	R	Predicted hydrolase, metallo-beta-lactamase superfamily	0	0	0.0014	0	absent	0	0.0057	0	absent	0	0.0038	0	absent
COG2249	R	Putative NADPH-quinone reductase (modulator of drug activity B)	1	0	0.9924	1	recovered	1	0.9953	1	kept	1	0.9931	1	kept
COG2250	V	HEPN domain protein, predicted toxin of MNT-HEPN system	0	0	0.0019	0	absent	0	0.0044	0	absent	0	0.0061	0	absent
COG2251	R	Predicted nuclease, RecB family	0	0	0.0055	0	absent	0	0.0195	0	absent	0	0.0420	0	absent
COG2252	F	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family	1	1	0.9995	1	kept	0	0.9799	1	recovered	1	0.9979	1	kept
COG2253	V	Predicted nucleotidyltransferase component of viral defense system	0	0	0.2043	0	absent	0	0.5017	1	FP	0	0.3542	0	absent
COG2254	V	CRISPR/Cas system-associated endonuclease Cas3-HD	0	0	0.0001	0	absent	0	0.0001	0	absent	0	0.0000	0	absent
COG2255	L	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB	1	0	0.9964	1	recovered	1	0.9989	1	kept	1	0.9947	1	kept
COG2256	L	Replication-associated recombination protein RarA (DNA-dependent ATPase)	1	0	0.9976	1	recovered	0	0.9923	1	recovered	1	0.9984	1	kept
COG2257	U	Type III secretion system substrate exporter, FlhB-like	0	0	0.0807	0	absent	0	0.0603	0	absent	0	0.0776	0	absent
COG2258	FV	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	1	0	0.5771	1	recovered	0	0.6979	1	recovered	0	0.3236	0	gap
COG2259	S	Uncharacterized membrane protein YphA, DoxX/SURF4 family	1	1	0.9999	1	kept	0	0.9260	1	recovered	1	0.9963	1	kept
COG2260	J	rRNA maturation protein Nop10, contains Zn-ribbon domain	0	0	0.0002	0	absent	0	0.0011	0	absent	0	0.0005	0	absent
COG2261	R	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family	1	0	0.5831	1	recovered	0	0.2208	0	gap	0	0.7307	1	recovered
COG2262	J	50S ribosomal subunit-associated GTPase HflX	1	1	0.9997	1	kept	0	0.9898	1	recovered	0	0.8973	1	recovered
COG2263	R	Predicted RNA methylase	0	0	0.0438	0	absent	0	0.0125	0	absent	0	0.0067	0	absent
COG2264	J	Ribosomal protein L11 methylase PrmA	1	1	0.9998	1	kept	0	0.9963	1	recovered	0	0.9717	1	recovered
COG2265	J	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	1	1	0.9997	1	kept	1	0.9991	1	kept	0	0.9924	1	recovered
COG2266	H	GTP:adenosylcobinamide-phosphate guanylyltransferase	0	0	0.0008	0	absent	0	0.0003	0	absent	0	0.0002	0	absent
COG2267	I	Lysophospholipase, alpha-beta hydrolase superfamily	1	0	0.9993	1	recovered	0	0.9895	1	recovered	0	0.8651	1	recovered
COG2268	S	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain	1	0	0.6082	1	recovered	0	0.3930	0	gap	0	0.5695	1	recovered
COG2269	J	Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)	1	0	0.1461	0	gap	0	0.7376	1	recovered	0	0.8778	1	recovered
COG2270	R	MFS-type transporter involved in bile tolerance, Atg22 family	0	0	0.8030	1	FP	0	0.8686	1	FP	0	0.7524	1	FP
COG2271	G	Sugar phosphate permease	1	1	0.9998	1	kept	0	0.9803	1	recovered	0	0.8907	1	recovered
COG2272	I	Carboxylesterase type B	0	0	0.3535	0	absent	0	0.0195	0	absent	0	0.0066	0	absent
COG2273	G	Beta-glucanase, GH16 family	0	0	0.0792	0	absent	0	0.0501	0	absent	0	0.0395	0	absent
COG2274	V	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	1	1	0.9980	1	kept	1	0.9971	1	kept	0	0.6538	1	recovered
COG2301	G	Citrate lyase beta subunit	1	1	0.9999	1	kept	1	0.9996	1	kept	0	0.3995	0	gap
COG2302	R	RNA-binding protein YlmH, contains S4-like domain	0	0	0.0001	0	absent	0	0.0000	0	absent	0	0.0015	0	absent
COG2303	IR	Choline dehydrogenase or related flavoprotein	1	0	0.9606	1	recovered	1	0.9626	1	kept	0	0.2563	0	gap
COG2304	R	Secreted protein containing bacterial Ig-like domain and vWFA domain	1	1	0.9999	1	kept	1	0.9992	1	kept	0	0.9452	1	recovered
COG2306	R	Predicted RNA-binding protein, associated with RNAse of E/G family, DUF402 domain	0	0	0.0004	0	absent	1	0.0183	0	absent	0	0.0010	0	absent
COG2307	S	Uncharacterized conserved protein, Alpha-E superfamily	0	0	0.7901	1	FP	0	0.8628	1	FP	0	0.0182	0	absent
COG2308	R	Circularly permuted ATP-grasp protein	0	0	0.9168	1	FP	0	0.9402	1	FP	0	0.1370	0	absent
COG2309	E	Leucyl aminopeptidase (aminopeptidase T)	0	0	0.5176	1	FP	0	0.2571	0	absent	0	0.3646	0	absent
COG2310	T	Stress response protein SCP2	0	0	0.4737	0	absent	0	0.0679	0	absent	0	0.1099	0	absent
COG2311	S	Uncharacterized membrane protein YeiB	1	1	0.7551	1	kept	0	0.0490	0	gap	1	0.9170	1	kept
COG2312	Q	Erythromycin esterase homolog	0	0	0.1315	0	absent	0	0.1008	0	absent	0	0.3030	0	absent
COG2313	F	Pseudouridine-5'-phosphate glycosidase (pseudoU degradation)	1	1	0.9107	1	kept	1	0.2424	0	gap	0	0.0022	0	gap
COG2314	R	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr	0	0	0.6587	1	FP	0	0.5883	1	FP	0	0.4558	0	absent
COG2315	K	Predicted DNA-binding protein with double-wing structural motif, MmcQ/YjbR family	1	1	0.9944	1	kept	0	0.4810	0	gap	0	0.5161	1	recovered
COG2316	R	Predicted hydrolase, HD superfamily	0	0	0.1007	0	absent	0	0.1980	0	absent	0	0.0996	0	absent
COG2317	O	Zn-dependent carboxypeptidase, M32 family	0	0	0.7422	1	FP	0	0.7310	1	FP	0	0.0849	0	absent
COG2318	Q	Bacillithiol/mycothiol S-transferase BstA/DinB, DinB/YfiT family (unrelated to E. coli DinB)	0	0	0.8691	1	FP	0	0.3247	0	absent	0	0.7563	1	FP
COG2319	R	WD40 repeat	0	0	0.1229	0	absent	0	0.0790	0	absent	0	0.1733	0	absent
COG2320	R	GrpB domain, predicted nucleotidyltransferase, UPF0157 family	0	0	0.3719	0	absent	0	0.2018	0	absent	0	0.1637	0	absent
COG2321	R	Predicted metalloprotease	1	1	0.9804	1	kept	0	0.4442	0	gap	0	0.8447	1	recovered
COG2322	R	Predicted membrane metallochaperone YozB (3H, Sco1 fusion), DUF420 family	0	0	0.0060	0	absent	0	0.0267	0	absent	0	0.0004	0	absent
COG2323	S	Uncharacterized membrane protein YcaP, DUF421 family	1	0	0.1202	0	gap	0	0.1683	0	gap	1	0.8440	1	kept
COG2324	S	Uncharacterized membrane protein	0	0	0.0072	0	absent	0	0.0140	0	absent	0	0.0094	0	absent
COG2326	C	Polyphosphate kinase 2, PPK2 family	0	0	0.9933	1	FP	0	0.9382	1	FP	0	0.9106	1	FP
COG2327	M	Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis)	1	1	0.9322	1	kept	1	0.9184	1	kept	0	0.2763	0	gap
COG2329	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	0	0	0.9159	1	FP	0	0.7123	1	FP	0	0.4835	0	absent
COG2331	R	Predicted nucleic acid-binding protein, contains Zn-ribbon domain	0	0	0.4494	0	absent	0	0.9645	1	FP	0	0.2268	0	absent
COG2332	CO	Cytochrome c biogenesis protein CcmE	1	1	0.9918	1	kept	1	0.9885	1	kept	0	0.0358	0	gap
COG2333	U	DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily	0	0	0.2813	0	absent	0	0.2030	0	absent	0	0.2200	0	absent
COG2334	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	1	0	0.9957	1	recovered	1	0.9991	1	kept	0	0.9037	1	recovered
COG2335	R	Uncaracterized surface protein containing fasciclin (FAS1) repeats	0	0	0.0549	0	absent	1	0.8120	1	FP	0	0.0823	0	absent
COG2336	V	Antitoxin component MazE of the MazEF toxin-antitoxin module	1	0	0.0645	0	gap	0	0.5601	1	recovered	0	0.0367	0	gap
COG2337	V	mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module	1	1	0.6856	1	kept	1	0.8568	1	kept	0	0.1876	0	gap
COG2339	T	Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family	0	0	0.1533	0	absent	0	0.0259	0	absent	0	0.0154	0	absent
COG2340	DR	Spore germination protein YkwD and related proteins with CAP (CSP/antigen 5/PR1) domain	0	0	0.5467	1	FP	0	0.2588	0	absent	0	0.0844	0	absent
COG2342	G	Endo alpha-1,4 polygalactosaminidase, GH114 family (was erroneously annotated as Cys-tRNA synthetase)	0	0	0.0281	0	absent	0	0.0201	0	absent	0	0.0177	0	absent
COG2343	S	Uncharacterized conserved protein, DUF427 family	0	0	0.0120	0	absent	0	0.1377	0	absent	0	0.0070	0	absent
COG2344	K	NADH/NAD ratio-sensing transcriptional regulator Rex	0	0	0.1320	0	absent	0	0.0532	0	absent	0	0.3427	0	absent
